"","frci","Band_2","Band_3","Band_4","Band_5","Band_6","Band_7","cluster"
"381",0.609,0.092,0.074,0.046,0.36,0.166,0.068,1
"382",0.629,0.094,0.079,0.055,0.333,0.164,0.08,1
"383",0.635,0.089,0.072,0.043,0.324,0.158,0.064,1
"384",0.657,0.086,0.068,0.04,0.304,0.128,0.05,1
"385",0.618,0.089,0.074,0.044,0.347,0.144,0.057,1
"386",0.771,0.086,0.067,0.04,0.342,0.134,0.051,1
"387",0.732,0.082,0.065,0.04,0.259,0.106,0.042,1
"388",0.799,0.09,0.07,0.044,0.32,0.129,0.049,1
"389",0.71,0.087,0.071,0.042,0.329,0.137,0.054,1
"390",0.734,0.092,0.073,0.046,0.337,0.139,0.054,1
"391",0.769,0.09,0.072,0.045,0.349,0.146,0.058,1
"392",0.789,0.089,0.069,0.043,0.321,0.14,0.054,1
"393",0.767,0.083,0.068,0.039,0.334,0.137,0.053,1
"394",0.733,0.089,0.074,0.046,0.376,0.16,0.065,1
"395",0.718,0.083,0.067,0.041,0.276,0.115,0.046,1
"396",0.782,0.09,0.072,0.044,0.323,0.133,0.053,1
"397",0.723,0.088,0.073,0.043,0.334,0.141,0.055,1
"398",0.715,0.09,0.073,0.045,0.327,0.14,0.055,1
"399",0.701,0.091,0.071,0.044,0.34,0.138,0.053,1
"400",0.717,0.092,0.078,0.048,0.385,0.169,0.068,1
"401",0.73,0.088,0.07,0.045,0.335,0.149,0.064,1
"402",0.782,0.091,0.074,0.045,0.368,0.177,0.072,1
"403",0.708,0.089,0.072,0.043,0.363,0.15,0.059,1
"404",0.721,0.084,0.068,0.041,0.324,0.143,0.059,1
"405",0.784,0.09,0.071,0.045,0.318,0.151,0.06,1
"406",0.752,0.087,0.071,0.042,0.384,0.164,0.064,1
"407",0.75,0.089,0.072,0.044,0.356,0.144,0.057,1
"408",0.754,0.089,0.069,0.044,0.301,0.127,0.051,1
"409",0.767,0.089,0.072,0.043,0.344,0.143,0.057,1
"410",0.761,0.092,0.075,0.051,0.287,0.153,0.072,1
"411",0.793,0.089,0.068,0.043,0.32,0.127,0.048,1
"412",0.797,0.09,0.07,0.044,0.34,0.145,0.057,1
"413",0.714,0.091,0.075,0.048,0.352,0.178,0.074,1
"414",0.748,0.092,0.075,0.05,0.34,0.131,0.054,1
"415",0.709,0.088,0.069,0.045,0.28,0.125,0.057,1
"416",0.7,0.09,0.074,0.045,0.369,0.175,0.069,1
"417",0.779,0.085,0.067,0.039,0.305,0.128,0.052,1
"418",0.771,0.085,0.071,0.044,0.333,0.142,0.058,1
"419",0.736,0.09,0.073,0.049,0.341,0.156,0.068,1
"420",0.758,0.093,0.075,0.052,0.307,0.161,0.079,1
"421",0.759,0.091,0.074,0.048,0.341,0.15,0.063,1
"422",0.764,0.088,0.073,0.044,0.371,0.148,0.058,1
"423",0.771,0.084,0.066,0.04,0.307,0.116,0.044,1
"424",0.713,0.093,0.076,0.048,0.329,0.163,0.069,1
"425",0.754,0.09,0.073,0.047,0.328,0.146,0.062,1
"426",0.707,0.091,0.07,0.046,0.313,0.137,0.056,1
"427",0.775,0.089,0.071,0.043,0.311,0.135,0.054,1
"428",0.789,0.089,0.073,0.045,0.323,0.142,0.058,1
"429",0.748,0.086,0.069,0.041,0.304,0.132,0.052,1
"430",0.779,0.087,0.072,0.043,0.337,0.142,0.055,1
"431",0.781,0.09,0.072,0.045,0.334,0.158,0.065,1
"432",0.753,0.087,0.069,0.048,0.257,0.115,0.058,1
"433",0.751,0.088,0.071,0.044,0.34,0.141,0.056,1
"434",0.725,0.091,0.077,0.059,0.265,0.14,0.074,1
"435",0.704,0.093,0.075,0.047,0.348,0.147,0.057,1
"436",0.782,0.089,0.071,0.044,0.328,0.13,0.051,1
"437",0.703,0.091,0.075,0.046,0.369,0.153,0.061,1
"438",0.748,0.082,0.063,0.038,0.287,0.105,0.04,1
"439",0.788,0.088,0.07,0.042,0.338,0.133,0.051,1
"440",0.821,0.086,0.07,0.042,0.326,0.135,0.053,1
"441",0.861,0.088,0.07,0.043,0.359,0.146,0.058,1
"442",0.869,0.085,0.067,0.039,0.283,0.118,0.046,1
"443",0.864,0.092,0.074,0.045,0.362,0.169,0.067,1
"444",0.812,0.084,0.066,0.043,0.27,0.11,0.047,1
"445",0.825,0.087,0.069,0.041,0.322,0.132,0.05,1
"446",0.889,0.093,0.08,0.051,0.315,0.168,0.073,1
"447",0.85,0.093,0.075,0.048,0.342,0.164,0.067,1
"448",0.866,0.088,0.074,0.044,0.402,0.173,0.068,1
"449",0.825,0.084,0.066,0.039,0.28,0.121,0.048,1
"450",0.876,0.086,0.068,0.041,0.312,0.141,0.055,1
"451",0.861,0.091,0.07,0.043,0.32,0.125,0.049,1
"452",0.824,0.09,0.071,0.044,0.346,0.153,0.06,1
"453",0.884,0.089,0.069,0.044,0.297,0.115,0.046,1
"454",0.844,0.086,0.067,0.041,0.296,0.123,0.049,1
"455",0.877,0.083,0.066,0.038,0.271,0.121,0.048,1
"456",0.859,0.09,0.074,0.046,0.365,0.159,0.065,1
"457",0.877,0.088,0.072,0.043,0.335,0.142,0.055,1
"458",0.865,0.09,0.076,0.046,0.386,0.186,0.075,1
"459",0.879,0.088,0.073,0.044,0.338,0.143,0.056,1
"460",0.813,0.086,0.069,0.042,0.309,0.14,0.058,1
"461",0.886,0.093,0.075,0.047,0.354,0.145,0.057,1
"462",0.877,0.091,0.073,0.045,0.339,0.133,0.05,1
"463",0.88,0.087,0.07,0.043,0.345,0.156,0.063,1
"464",0.859,0.091,0.073,0.048,0.321,0.141,0.058,1
"465",0.831,0.087,0.073,0.044,0.357,0.165,0.066,1
"466",0.858,0.087,0.068,0.041,0.312,0.128,0.049,1
"467",0.872,0.09,0.073,0.046,0.34,0.134,0.051,1
"468",0.819,0.085,0.067,0.039,0.301,0.126,0.05,1
"469",0.823,0.091,0.071,0.045,0.343,0.131,0.049,1
"470",0.891,0.086,0.069,0.041,0.368,0.158,0.064,1
"471",0.824,0.084,0.064,0.039,0.264,0.106,0.041,1
"472",0.881,0.091,0.071,0.044,0.351,0.14,0.053,1
"473",0.84,0.09,0.071,0.045,0.328,0.132,0.05,1
"474",0.897,0.091,0.075,0.047,0.344,0.143,0.056,1
"475",0.808,0.089,0.07,0.043,0.338,0.135,0.051,1
"476",0.856,0.089,0.073,0.045,0.325,0.126,0.051,1
"477",0.87,0.083,0.065,0.039,0.3,0.114,0.043,1
"478",0.892,0.092,0.079,0.05,0.414,0.172,0.067,1
"479",0.894,0.091,0.071,0.044,0.331,0.139,0.054,1
"480",0.841,0.092,0.079,0.055,0.332,0.169,0.083,1
"481",0.881,0.09,0.075,0.05,0.379,0.173,0.077,1
"482",0.861,0.093,0.073,0.053,0.307,0.166,0.071,1
"483",0.875,0.089,0.076,0.054,0.276,0.131,0.062,1
"484",0.89,0.088,0.069,0.043,0.34,0.135,0.052,1
"485",0.875,0.092,0.075,0.05,0.328,0.178,0.082,1
"486",0.858,0.089,0.07,0.044,0.333,0.125,0.048,1
"487",0.813,0.084,0.063,0.037,0.255,0.105,0.041,1
"488",0.813,0.082,0.065,0.039,0.289,0.114,0.043,1
"489",0.879,0.091,0.071,0.044,0.332,0.127,0.048,1
"490",0.858,0.093,0.076,0.049,0.349,0.164,0.069,1
"491",0.831,0.083,0.064,0.04,0.277,0.112,0.045,1
"492",0.855,0.083,0.064,0.04,0.289,0.114,0.044,1
"493",0.815,0.083,0.065,0.039,0.315,0.119,0.044,1
"494",0.802,0.09,0.071,0.044,0.329,0.139,0.055,1
"495",0.82,0.086,0.067,0.041,0.308,0.136,0.053,1
"496",0.803,0.091,0.074,0.045,0.373,0.159,0.063,1
"497",0.834,0.09,0.073,0.045,0.354,0.142,0.057,1
"498",0.913,0.089,0.07,0.044,0.333,0.125,0.046,1
"499",0.944,0.092,0.072,0.044,0.351,0.151,0.058,1
"500",0.987,0.091,0.074,0.047,0.358,0.146,0.057,1
"501",0.964,0.092,0.073,0.046,0.351,0.165,0.069,1
"502",0.959,0.09,0.077,0.046,0.429,0.17,0.066,1
"503",0.926,0.087,0.07,0.043,0.345,0.155,0.061,1
"504",0.969,0.09,0.069,0.044,0.307,0.126,0.048,1
"505",0.952,0.092,0.072,0.045,0.357,0.139,0.053,1
"506",0.934,0.091,0.072,0.043,0.39,0.17,0.068,1
"507",0.963,0.092,0.074,0.045,0.357,0.155,0.06,1
"508",0.95,0.09,0.07,0.043,0.325,0.135,0.051,1
"509",0.966,0.091,0.071,0.044,0.347,0.141,0.055,1
"510",0.905,0.089,0.069,0.043,0.323,0.14,0.055,1
"511",0.925,0.091,0.072,0.045,0.329,0.128,0.048,1
"512",0.928,0.085,0.068,0.04,0.29,0.123,0.049,1
"513",0.917,0.085,0.065,0.039,0.292,0.122,0.046,1
"514",0.918,0.088,0.072,0.044,0.349,0.149,0.059,1
"515",0.933,0.091,0.071,0.045,0.33,0.13,0.049,1
"516",0.939,0.091,0.075,0.048,0.317,0.136,0.057,1
"517",0.94,0.09,0.07,0.044,0.298,0.111,0.042,1
"518",0.957,0.09,0.073,0.046,0.355,0.137,0.053,1
"519",0.996,0.088,0.072,0.045,0.359,0.171,0.07,1
"520",0.918,0.09,0.068,0.042,0.31,0.122,0.046,1
"521",0.957,0.092,0.076,0.048,0.367,0.155,0.063,1
"522",0.944,0.089,0.069,0.044,0.314,0.126,0.048,1
"523",0.986,0.091,0.072,0.048,0.3,0.135,0.058,1
"524",0.907,0.093,0.079,0.05,0.398,0.165,0.064,1
"525",0.981,0.091,0.079,0.048,0.435,0.178,0.07,1
"526",0.94,0.09,0.071,0.044,0.36,0.161,0.064,1
"527",0.949,0.091,0.072,0.046,0.339,0.119,0.043,1
"528",0.901,0.088,0.07,0.042,0.329,0.136,0.053,1
"529",0.957,0.085,0.067,0.041,0.306,0.143,0.057,1
"530",1,0.088,0.075,0.044,0.384,0.184,0.073,1
"531",0.975,0.086,0.071,0.043,0.344,0.163,0.066,1
"532",0.965,0.089,0.072,0.043,0.329,0.137,0.054,1
"533",0.978,0.093,0.078,0.049,0.399,0.185,0.074,1
"534",0.979,0.091,0.072,0.046,0.338,0.133,0.052,1
"535",0.906,0.092,0.077,0.05,0.388,0.169,0.068,1
"536",0.952,0.087,0.074,0.042,0.382,0.18,0.07,1
"537",0.942,0.09,0.072,0.044,0.386,0.172,0.067,1
"538",0.935,0.082,0.065,0.039,0.305,0.124,0.049,1
"539",0.953,0.09,0.069,0.045,0.313,0.111,0.042,1
"540",0.98,0.092,0.078,0.048,0.387,0.161,0.064,1
"541",0.984,0.09,0.071,0.044,0.317,0.113,0.042,1
"542",0.946,0.09,0.072,0.046,0.305,0.146,0.062,1
"543",0.91,0.089,0.071,0.044,0.339,0.124,0.046,1
"544",0.993,0.087,0.071,0.045,0.347,0.165,0.068,1
"545",0.97,0.091,0.073,0.045,0.365,0.156,0.061,1
"546",0.904,0.093,0.074,0.047,0.341,0.161,0.065,1
"547",0.924,0.09,0.073,0.044,0.353,0.145,0.055,1
"548",0.918,0.089,0.07,0.042,0.325,0.134,0.051,1
"549",0.953,0.089,0.069,0.042,0.337,0.147,0.057,1
"550",0.964,0.092,0.073,0.045,0.361,0.156,0.06,1
"551",0.973,0.086,0.068,0.042,0.322,0.14,0.057,1
"552",0.963,0.09,0.073,0.045,0.338,0.138,0.053,1
"553",0.959,0.089,0.069,0.043,0.326,0.128,0.049,1
"554",0.935,0.093,0.073,0.046,0.337,0.153,0.061,1
